id,type,text1,text2,text3,text4,text5,notes
,,,"The Eridani-Utopia Terraforming Corporation specs provide the most widely accepted ""terran"" baseline for the allegedly ideal human environment.

The many deviations of natural planetary environments from the specifications may be corrected through technological intervention including ice-asteroid bombardment, orbital burns, biomodded ecosystems, orbital megastructures, and other methods provided by the EUT.",unlocked,,,
,,,"""Chaos? No sir, what it is, is honesty. Here, if a man wants you dead, you'll see it in his eyes 'fore he makes a move. Better that than a computer in some off-world office deciding your air supply isn't worth maintaining.""

Sadly my guide was found dead the next shift. Shot in the back, ironically.",,,,
,,,"Statistical sampling suggests that a significant percent of all economic activity in the Sector is 'off the books', and a significant portion of that goes toward 'pirates' and so-called 'decivilized' populations, to say nothing of the undocumented populations within the Core itself. The census of the Persean Sector could be off by as much as an order of magnitude. Imagine!",unlocked,,,
,,,"The people of Chicomoztoc, the majority population of the Persean Sector, lived in vast underground arcologies blasted into the sleeping crust of their world. This cluster of conjoined hive-cities were ruled as often by powerful demagogues promising reform and employment as by technocrat-criminal patronage networks distributing spoils to their supporters -- and influence to whoever was paying them off.",unlocked,,,
,,,"Cyclopean arcology substructure flashed by the windows of the primary ring tube toward a far segment of the metroplex. A smaller passenger lift filled with the smell of sweat and machine oil as a shift of undersea laborers returned home. Glimpses of the towering arms of Kay-arco appeared for short seconds, glittering with thousands of windows, before being again darkened by a blur of mildewed plating.",unlocked,,,
,,,"The hives of Chicomoztoc were occasionally locked down by riots, protest, or insurrection. But so long as the great Forges kept churning out starships, machinery, and goods, the Hegemony meddled only lightly in that great underworld of humanity.",,,,
,,,"Enormous orbital stations hosted shipyards, habitats, factories, and stockpiles of weapons and supplies.

These platforms allowed what remained of humanity to organize interstellar polities and project military and commercial power across the Persean Sector.",,,,
,,,"""It's a story as old as time. We gotta get what's good down in there up and out where it can go off somewhere else to make someone else rich.""

""Miserable work, it's true, but there's ways of coping.""",,,,
,,,"Nightmarish storms circled the globe, stirring the ashes of a murdered world.

Even after the apocalyptic ruin of Mairaath humanity still huddled in the broken shells of great cities brought low, blasted by unending wind.",,,,
,,,"Shining Tri-Tachyon Corporation arcologies towered over a riotous sprawl of shantytown conurbation. Company salariat were born, lived, and died protected by security drones in the high city Xanadu while a desperate class of immiserated laborers dwelled in the low city where anything at all was bought or sold.",,,,
,,,"Gleaming monoliths glittered, spears of capital upthrust through the glowering flesh of the world. Skyarco II loomed prismatic.

The shuttle alit on a landing pad held at some distance from the facade by an airy support rib. It looked impossibly thin, but after touch down felt solid as a mountain.",,,,
,,,"The fringe of the Persean Second is filled with worlds lost, forgotten, and never seen at all by consciousness born of flesh.

There are green fields of toxic xenolife, tombs frosted with nitrogen snow, roiling cauldrons of magma and brimstone, and planets made of living storm; vast fortunes to be uncovered, barbarian-worlds incapable of starflight, and the weapons of ancient wars primed to attack any interloper.",unlocked,,,
,,,"Pilgrims were offered tea, water, and ritual washing. The air was filled with sweat and incense. All around, a river of faith and ritual flowed.
In the hardship of life in the Persean Sector, as in the hardship of the pilgrimage, the Faithful found a kind of peace and meaning in the vacuum left by the Collapse.",,,,
,,,"The ceramoid plating slowly peeled away in an aeon-long cascading fail state. Metallic ribs exposed, bleached by stellar winds, charged and released the pulsing dance of magnetic fields, the thrumming of orbits and the gnawing sirocco of micrometeorites.",,,,
,,,"""Humanity was thence scattered abroad upon the face of the galaxy, speaking one tongue, united by the demon Gates in one body of worldly law. But we had forgotten the laws of God, mightier than any fusion lance! God would remind humanity of its place in this universe.""",,,,
,,,"It is a humming ring of adamantine material. If one knows how to look, sensors can detect their faint vibration in higher dimensions.

It is like a barely heard song, a door waiting to be opened.",,,,
,,,"Leading families of Eventide sponsored the stellar mirrors and shades to maintain islands of comfortable habitability. The disgraced and poor, meanwhile, lived in the twilight peripheries where harsh climactic shifts of the slow summer-day/winter-night cycle had to be endured in full force.",,,,
,,,"The port of Volturn was built on a loose flotilla of huge, singed-looking barges that wallowed in an oily sea. Offloading spacers are interrogated by dour security officers, then allowed into the traders' concourse. Merchants in dull suits, loyalty pins dutifully displayed on the collar, passed around a datapad loaded with incoming cargo manifests.",,,,
,,,"The spacer bar was filled by the human white-noise of conversation and revelry. Ad-holos buzzed softly from ceiling-mounted projectors, shining garish highlights through glasses and bottles as crews mingled with merchants and locals trading drink for rumors, jobs, and connections.",,,,
,,,"""Ya hear that? Salazar's crew, they think we're cowardly dirt-eaters.""
[shouting, booing]
""I say, I say they're wrong! I say we go out there and show 'em which way the Reaper flies! Who's with me?""
[cheering, stomping, breaking glass]",,,,
,,,Ultra-light orbital mirror arrays which reflect and concentrate stellar energy were a common terraforming tool. The art of their use was brought to apogee by the Eridani-Utopia Terraforming Corporation during the height of the Domain's expansion.,,,,
,,,"Judicious placement of stellar shades and mirrors in orbit of Eventide allowed for ideal conditions in large pockets of the carefully maintained territory. The majority of the population was settled in leased urban cantons built in arcs and rings of the penumbrae surrounding the vast, bright aristocratic estate-plantations.",,,,
,,,"A row of taps adorned the wall under bottles from every one of the Core Worlds - and a few from elsewhere. Merchant-captains mingled with off-duty officers at the bar, served by uniformed staff. In one corner a pack of navy cadets shouted and sang, desperate to enjoy their last shift of freedom.",,,,
,,,The hive-cities never recovered from the influx of refugees due to the Askonia Crisis. Andrada channelled resources toward the military and its supporting industries instead. A desperate underclass would grow beneath the boots of those lucky and loyal enough to have found positions in the bureaucracy or miltech establishment.,,,,
,,,"The dark entry left behind the noisome propaganda broadcasts of the throughway. Off-duty laborers drank away their ration credits at benches set beneath Diktat insignia. In one corner a cadre of finely dressed officer-bureaucrats called for a round. And even here a framed holo of the Lion of Sindria surveyed the ceiling, forever aloof.",,,,
,,,"The lounge was adorned in gilt geometrics. Columns underlit by cool light-tubes hung in the air. Slick careerists and wannabes in crisp suits negotiated deals while buying increasingly unlikely cocktails. A few spacers engaged in subdued drinking in the low seats, glancing uneasily at what was either abstract art or a holo-projection rig looming from the ceiling.",,,,
,,,"The face of Gilead smiled behind clouds of purest silk, cerulean seas, and verdant continents of gentle, rolling wilderness.

The Church reigned as a stern gardener, ensuring piety and duty in honoring the ground upon which Ludd once trod.",,,,
,,,"There were figures, like an overgrown statue garden. The forms blistered with growth, draped in tendrils heavy with fruiting bodies. One moved. Not the wind, but a pilgrim exposed without a haz-suit. And there were others, wearing only light robes amongst the inimical xenolife. Easily overtaken.",,,,
,,,"Monasteries clung to the sublime promontories which ringed the volcanic provinces forced through world-wrapping ice. Unseen were the bunkers, heavy batteries, and missile silos of the Knights of Ludd.

The reigning Presbyter Orbis declared a handful of special economic zones on the shifting floes; these transmitted welcomes, their beacons calling outside traders to port.",,,,
,,,The floor was a welded field of armored plates weathered into intricate patterns by the varied atmospheres of worlds on which the Knights of Ludd fought and died. The niches held empty helmets like so many skulls.,,,,
,,,"There were empty sockets, rib-cages, femurs and spines set in recesses, built into columns, covering every surface. The dust came from the crumbling bodies, the bones.

Like a veil, it flexed slowly in the electrostatic field strong enough to overcome the low gravity of the world to hang in near-vacuum.",,,,
,,,"It was filled with guns, explosives, grenades, cellmags. Crates and racks piled high. The shrine itself was set under a round viewport holding back a titanic mass of water. A few candles struggled to maintain even a decent flicker among the ranks of their dead comrades.",,,,
,,,"It was a sad thing set in the back of a back room, rows of candles arrayed around the wooden centerpiece carved with images of Ludd's travails. The candles were dead, the shrine illuminated only by grimy portholes.

""We do not have many visitors, you see,"" the curate said.",,,,
,,,"The steady advance of gendarmerie broke the protest line, shock-prods rose and fell to muffled shouts and silent screaming. Drones, flashing laser-light, deployed restraint foam on struggling forms. Fists, signs, and hand tools were useless against the power-armored officers.",,,,
,,,"Each squad prepared as if for surgery, cool and precise. Hell was set to pour forth once the breaching charges blasted through access-points, into churning storms of dust and debris and fire strobing with weapon discharge.",,,,
,,,"Dull thuds, nearly subsonic, were felt through the armored mass. Breaching charges. When the marines finally broke the vault proper, it was with overwhelming force of sound and light. No unsuited human could withstand the assault on the senses. They were blinded, in shock.",,,,
,,,"The raid pivoted on mere minutes of chaos. Comms across the hemisphere crackled with static; only tightbeam relays could pierce the rain of EM scatter amid clouds of chaff and disruption. Casualty reports rolled in, displays on the bridge bleeding to fill the volume with a bloody glow.",,,,
,,,"The marine squads withdrew, leaving broken bulkheads and blaring alarms amid the sporadic return-fire. The MUNISEC were still mobilizing to lock down the port when the last raider shuttle lifted. Its jets kicked up dust that mixed with the leaking atmo.",,,,
,,,"Kazeron was rich in exotic metals, the former core of a gas giant blasted away in an ancient celestial catastrophe. Its industrial base, built to feed the Domain's Persean frontier heavy machinery and terraforming plant, was quickly adapted to build a warfleet which gave pause to the XIVth Battlegroup.",,,,
,,,"The small ocean-moon of Fikenhild was the political center of the system, seat of the King and representative to the Persean League. The great floating arcologies glittered night and day, homes to the highly esteemed holo-entertainment studios of Westernesse.",,,,
,,,"More than a company town, Ilm was a company world, from the orbital security platforms shining above to the teleoperated mines ripped deep down into the crust. Ruled by a semi-militarized corporate board, the identity of investors was not public information, though the least paranoid speculation favored a mix of League and Tri-Tachyon capital.",,,,
,,,"A vice squad brute stared down all who entered. They could shut the place down at any time, but the teahouse-speakeasy provided a conduit with the commerce required for holy war. Inside was dim and crowded; the stench of drug fumes and cheap liquor competed with a disdain for modern enzyme soap.",,,,
,,,"They led you through a town of plastered brick and corroded salvage. Bright paint and lush gardens managed, just, to stave off a sense of decay.

Before long you stood before large doors of etched metal. The militants were met by another pair, similarly armed. The most senior lowered his mask.",,,,
,,,"Chalcedonian architecture trended toward cyclopeanism on the surface. Below, protected from the storms, were the same cheap prefabs seen on poor worlds across the Sector.

The rain sent nasty rivulets of fluid slithering down conduits to pool on moldy canopies. The sky's feeble light diffused into a flattening murk.",,,,
,,,"There was a cluster of neat, low structures; earthworks and hull panels spotted with forgeglass, sprouting vents. The streets were clean and the citizenry uniformed by job role. Despite fixing outsiders with open stares, they did not falter in their assignments.",,,,
,,,"It cannot be said to thrive, but the colony of Sentinel gained a new sense of hope and energy after reintegration with the Hegemony.

The citizens were diligent, orderly, and disciplined. It was thought that they would make good officer candidates despite quiet objections from Eventide's old guard.",,,,
,,,"A Leviathan from out of time, familiar at once from its depictions in the post-Domain Persean Sector. The magisterial force hushes and humbles officers and crew. It makes them reverent, as if they found themselves before the corpse of a thunderous, cruel god who once ruled the skies.

To awaken it, to touch the divine, must fall somewhere between sacrilege and sanctification.",,,,
,,,"These were the massive, automated starships which bore the Gates that established near-instantaneous connections between distant stars. After a journey of countless lonely cycles, the Gate would be emplaced in a new system and activated, thence to disgorge an explosion of newcomers seeking resources, data, and experiences to feed the grand economy and culture of the Human Domain.",unlocked,,,
,,,"""If it's just followin' orders, it's not me that's going against the convention. Then it's on the captain. Right?""",,,,
,,,"A spatter of hollowed icons represented dead targets across the display. The last one, full and red, blinked out into a scabrous brown.

A subtle gesture collapsed the image and the icons winked out as one. The holomatrix snowed, then reformed into nav mode, the fleet holding station in low orbit.",,,,
,,,"When Loke came from the Abyss /
The first world, he burned /
The second, he took without a shot /
The third- look out, there he is!",,,,
,,,"""The contract can suck vacuum. No credits, no crew.""",,,,
,,,A navigation buoy dating to the Domain era monitored local system hyperfield topography. The telemetry was of great use to configure and tune fleet drive bubbles.,,,,
,,,"I asked what drew him back out there, time and time again. The old spacer took a long time before he answered.

""Because it's clean,"" he said.",,,,
,,,"The Domain-era array could passively monitor an entire star system and had a transmitter capable of encrypted real-time FTL data transmission to friendly fleets. The telemetry would supplement fleet-based sensors, effectively increasing their power and range.",,,,
,,,"Makeshift sensor arrays built using post-Collapse technology passively monitored entire star systems. An on-board transmitter was capable of encrypted real-time, FTL data transmission to friendly fleets. This telemetry would supplement fleet-based sensors, effectively increasing their power and range.",,,,
,,,The Galatia Academy is the most prestigious university in the Persean Sector. The office of provost directs teaching and research and draws upon alumni to influence new generations of the brightest - or richest - students.,,,,
,,,"""Don't be too impressed, walker. It's a dim imitation of God's first day.""",,,,
,,,"It appeared empty at first. A colossal tomb, never filled.

Drone-mounted radar drew a ghostly schematic while suit lights piled beams into the echoing volume, catching drifts of dust and gas set aloft by the opening. Cables gleamed in the dark, snaking along the long ranks of coffers.",,,,
,,,"""It is said that an ex-salvor is either old or rich, never both.""",,,,
,,,"""It's finding the pieces that's the worst. Not so much out there, frozen or fried, but those bits that stick on 'til you're back inside.""

""Doesn't smell much at first but after a few shifts you need to run a mil-grade dehaz on all your kit. Can't stand it.""",,"- Bora Sidereal, salvor",,
,,,"A huge structure loomed, the monolithic facets of its hull scarred by countless cycles of space weathering. The hangars were large enough to hide a vast store of valuable commodities.
Or, perhaps, a fleet of moderate size.",,,,
,,,"You stood together at last in the plaza under the archway of the Cathedral of Holy Exodus.

""And it is the seat of not more than a few heretical notions of doctrine, I'm afraid,"" he said in a low voice.",,,,
,,,"Among towering columns were affixed recovered landing pods of the early Luddic refugee ships, now integrated into the vaults, painted with gilt and green, bedecked with candles and hanging glass ornaments which broke the beams of the sun - filtered through ranks of high windows - into thousands of rainbow shards endlessly refracting.

It was an ecstasy of light, a galaxy unto itself.",,,,
,,,"A cold light filled the viewscreen, stark against the utter darkness of the hyperspace abyss. It seemed to pulse, shifting dimmer and then brighter, following no discernable pattern. It did not flicker like a flame, nor like a failing comms signal, but like something flitting at the very edge of consciousness...",,,,
,,,"Cold light began to grow in the primary display. A subtle pulse begged for attention.

A call of alarm, a flare of red, and a pause as the bridge officers took in the eruption of alerts that spilled across their display interfaces.",,,,
,,,"Haz-suited technicians tended the containment machinery, stepping over coils of tube and wire. A mess of makeshift components were pulled from the common microforge libraries then torn apart and re-engineered to operate in this unusual, even extraordinary, application.",,,,
,,,"Often filled with recoverable goods, even operational cryopods, a clutch of cargo pods in open space are a tempting target to scavengers. 

Trade convoys fleeing pirates sometimes dump cargo in the hope that their pursuers will power down their engines and content themselves with easy plunder.",,,,
,,,"These megastructures once powered the unfathomable industrial might of the Domain, putting the human civilization well toward Kardashev type II status. It is capable of extracting energy on an astronomical scale directly from the linked star.",,,,
,,,"These megastructures once powered the unfathomable industrial might of the Domain, putting the human civilization well toward Kardashev type II status. It is capable of extracting energy on an astronomical scale directly from the linked star.",,,,
,,,"""Those who awake from cryosleep who were laid to rest in the time of the Domain are perhaps the most lost of all. Many, though not all, imagined they would populate the far end of a rich frontier; they accepted that they would leave behind all they once knew. Now they all find themselves cut loose from all reference, unmoored in history.""",,- the Historian,,
,,,"It was a common class of probe used for research, surveying, and surveillance, the sort of hardware used by civilian enterprise and research institutions. Often run without an active transponder so as not to invite opportunistic scavengers, an active ping will return the ID-packet required both under interfactional commerce law and by most credible insurance combines.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,, specialist technicians are required to build this module and re-integrate replacement components after taking battle damage.,,,,
,,,,,,,
,,,,,,,
,,, specialist technicians are required to build this module and re-integrate replacement components after taking battle damage.,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,, open-vacuum access tubes for maintenance drones are too small for human technicians. Features seamless integration of peculiarly aesthetic macro-to-nanoscale fractal quasicrystal morphology.,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,"- intercept, [REDACTED]",,,,
,,,"- The Book of Ludd, Visions 7:7",,,,
,,,"- intercept, [REDACTED]",,,,
,,,"- intercept, [REDACTED]",,,,
,,,"- selection from the Archives of Holy Inquisition, Hesperus",,,,
,,,"- intercept, [REDACTED]",,,,
